Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A
28/12/2022,Leeds,Man City,1,3,A,9.5,6.0,1.29
30/12/2022,West Ham,Brentford,0,2,A,2.0,3.6,3.6
30/12/2022,Liverpool,Leicester,2,1,H,1.29,6.0,9.5
31/12/2022,Wolves,Man United,0,1,A,4.0,3.6,1.91
31/12/2022,Bournemouth,Crystal Palace,0,2,A,2.8,3.3,2.5
31/12/2022,Fulham,Southampton,2,1,H,1.95,3.6,3.75
31/12/2022,Man City,Everton,1,1,D,1.13,9.0,19.0
31/12/2022,Newcastle,Leeds,0,0,D,1.45,4.5,7.0
31/12/2022,Brighton,Arsenal,2,4,A,3.4,3.5,2.1
01/01/2023,Tottenham,Aston Villa,0,2,A,1.67,4.0,5.0
01/01/2023,Nott'm Forest,Chelsea,1,1,D,5.0,3.8,1.7
02/01/2023,Brentford,Liverpool,3,1,H,5.5,4.33,1.55
03/01/2023,Arsenal,Newcastle,0,0,D,1.8,3.8,4.33
03/01/2023,Everton,Brighton,1,4,A,3.5,3.5,2.1
03/01/2023,Leicester,Fulham,0,1,A,2.2,3.6,3.1
03/01/2023,Man United,Bournemouth,3,0,H,1.29,5.5,11.0
04/01/2023,Southampton,Nott'm Forest,0,1,A,2.0,3.5,3.8
04/01/2023,Leeds,West Ham,2,2,D,2.6,3.5,2.6
04/01/2023,Aston Villa,Wolves,1,1,D,1.95,3.6,4.0
04/01/2023,Crystal Palace,Tottenham,0,4,A,3.4,3.5,2.15
05/01/2023,Chelsea,Man City,0,1,A,5.0,4.0,1.67
12/01/2023,Fulham,Chelsea,2,1,H,3.3,3.5,2.15
13/01/2023,Aston Villa,Leeds,2,1,H,1.91,3.6,4.0
14/01/2023,Man United,Man City,2,1,H,4.2,3.6,1.85
14/01/2023,Brighton,Liverpool,3,0,H,3.4,3.6,2.1
14/01/2023,Everton,Southampton,1,2,A,2.25,3.25,3.3
14/01/2023,Nott'm Forest,Leicester,2,0,H,2.7,3.3,2.63
14/01/2023,Wolves,West Ham,1,0,H,2.63,3.3,2.7
14/01/2023,Brentford,Bournemouth,2,0,H,1.65,4.0,5.25
15/01/2023,Chelsea,Crystal Palace,1,0,H,1.62,4.0,5.25
15/01/2023,Newcastle,Fulham,1,0,H,1.5,4.33,6.5
15/01/2023,Tottenham,Arsenal,0,2,A,3.1,3.6,2.2
18/01/2023,Crystal Palace,Man United,1,1,D,4.5,3.6,1.8
19/01/2023,Man City,Tottenham,4,2,H,1.36,5.0,8.5
21/01/2023,Liverpool,Chelsea,0,0,D,1.85,3.75,4.0
21/01/2023,Bournemouth,Nott'm Forest,1,1,D,2.75,3.1,2.75
21/01/2023,Leicester,Brighton,2,2,D,3.6,3.5,2.05
21/01/2023,Southampton,Aston Villa,0,1,A,2.88,3.25,2.55
21/01/2023,West Ham,Everton,2,0,H,1.8,3.75,4.75
21/01/2023,Crystal Palace,Newcastle,0,0,D,4.4,3.5,1.85
22/01/2023,Leeds,Brentford,0,0,D,2.38,3.6,2.88
22/01/2023,Man City,Wolves,3,0,H,1.2,8.0,11.0
22/01/2023,Arsenal,Man United,3,2,H,1.8,3.8,4.2
23/01/2023,Fulham,Tottenham,0,1,A,3.3,3.6,2.1
03/02/2023,Chelsea,Fulham,0,0,D,1.62,4.0,5.25
04/02/2023,Everton,Arsenal,1,0,H,8.5,4.5,1.4
04/02/2023,Aston Villa,Leicester,2,4,A,1.95,3.6,3.8
04/02/2023,Brentford,Southampton,3,0,H,1.85,3.6,4.2
04/02/2023,Brighton,Bournemouth,1,0,H,1.33,5.25,8.5
04/02/2023,Man United,Crystal Palace,2,1,H,1.4,4.75,8.0
04/02/2023,Wolves,Liverpool,3,0,H,4.0,3.8,1.85
04/02/2023,Newcastle,West Ham,1,1,D,1.6,3.8,6.0
05/02/2023,Nott'm Forest,Leeds,1,0,H,2.63,3.3,2.7
05/02/2023,Tottenham,Man City,1,0,H,4.33,4.2,1.73
08/02/2023,Man United,Leeds,2,2,D,1.45,5.0,6.0
11/02/2023,West Ham,Chelsea,1,1,D,3.3,3.3,2.25
11/02/2023,Arsenal,Brentford,1,1,D,1.44,4.75,7.0
11/02/2023,Crystal Palace,Brighton,1,1,D,3.8,3.5,2.0
11/02/2023,Fulham,Nott'm Forest,2,0,H,1.91,3.5,4.33
11/02/2023,Leicester,Tottenham,4,1,H,3.4,3.6,2.1
11/02/2023,Southampton,Wolves,1,2,A,2.9,3.2,2.55
11/02/2023,Bournemouth,Newcastle,1,1,D,6.5,4.0,1.53
12/02/2023,Leeds,Man United,0,2,A,3.75,3.8,1.91
12/02/2023,Man City,Aston Villa,3,1,H,1.25,6.5,11.0
13/02/2023,Liverpool,Everton,2,0,H,1.5,4.33,6.5
15/02/2023,Arsenal,Man City,1,3,A,2.9,3.5,2.35
18/02/2023,Aston Villa,Arsenal,2,4,A,4.5,3.6,1.5
18/02/2023,Brentford,Crystal Palace,1,1,D,1.83,3.5,4.5
18/02/2023,Brighton,Fulham,0,1,A,1.65,3.8,5.5
18/02/2023,Chelsea,Southampton,0,1,A,1.4,4.75,8.5
18/02/2023,Everton,Leeds,1,0,H,2.4,3.3,3.0
18/02/2023,Nott'm Forest,Man City,1,1,D,8.5,5.5,1.3
18/02/2023,Wolves,Bournemouth,0,1,A,1.67,3.6,6.0
18/02/2023,Newcastle,Liverpool,0,2,A,2.5,3.5,2.7
19/02/2023,Man United,Leicester,3,0,H,1.62,4.33,5.25
19/02/2023,Tottenham,West Ham,2,0,H,1.75,3.6,4.75
24/02/2023,Fulham,Wolves,1,1,D,2.5,3.2,3.0
25/02/2023,Everton,Aston Villa,0,2,A,2.5,3.2,3.0
25/02/2023,Leeds,Southampton,1,0,H,1.95,3.5,4.0
25/02/2023,Leicester,Arsenal,0,1,A,4.75,4.0,1.7
25/02/2023,West Ham,Nott'm Forest,4,0,H,1.75,3.6,5.0
25/02/2023,Bournemouth,Man City,1,4,A,10.0,5.75,1.29
25/02/2023,Crystal Palace,Liverpool,0,0,D,4.75,3.8,1.73
26/02/2023,Tottenham,Chelsea,2,0,H,2.55,3.25,2.9
01/03/2023,Arsenal,Everton,4,0,H,1.36,4.75,10.0
01/03/2023,Liverpool,Wolves,2,0,H,1.5,4.75,6.0
04/03/2023,Man City,Newcastle,2,0,H,1.45,4.5,7.0
04/03/2023,Arsenal,Bournemouth,3,2,H,1.22,7.0,12.0
04/03/2023,Aston Villa,Crystal Palace,1,0,H,2.05,3.3,3.8
04/03/2023,Brighton,West Ham,4,0,H,1.8,3.6,4.5
04/03/2023,Chelsea,Leeds,1,0,H,1.62,4.0,5.5
04/03/2023,Wolves,Tottenham,1,0,H,3.3,3.4,2.2
04/03/2023,Southampton,Leicester,1,0,H,2.75,3.3,2.6
05/03/2023,Nott'm Forest,Everton,2,2,D,2.7,3.0,2.88
05/03/2023,Liverpool,Man United,7,0,H,2.38,3.6,2.88
06/03/2023,Brentford,Fulham,3,2,H,1.95,3.6,3.75
11/03/2023,Bournemouth,Liverpool,1,0,H,7.5,5.0,1.4
11/03/2023,Everton,Brentford,1,0,H,2.7,3.25,2.7
11/03/2023,Leeds,Brighton,2,2,D,3.75,3.6,1.95
11/03/2023,Leicester,Chelsea,1,3,A,3.75,3.5,1.95
11/03/2023,Tottenham,Nott'm Forest,3,1,H,1.44,4.75,7.0
11/03/2023,Crystal Palace,Man City,0,1,A,9.0,4.75,1.36
12/03/2023,Fulham,Arsenal,0,3,A,6.0,4.0,1.57
12/03/2023,Man United,Southampton,0,0,D,1.36,5.0,9.0
12/03/2023,West Ham,Aston Villa,1,1,D,2.2,3.3,3.4
12/03/2023,Newcastle,Wolves,2,1,H,1.65,3.75,5.5
15/03/2023,Brighton,Crystal Palace,1,0,H,1.44,4.2,8.0
15/03/2023,Southampton,Brentford,0,2,A,2.88,3.25,2.5
17/03/2023,Nott'm Forest,Newcastle,1,2,A,5.5,3.8,1.62
18/03/2023,Aston Villa,Bournemouth,3,0,H,1.7,3.8,5.0
18/03/2023,Brentford,Leicester,1,1,D,1.91,3.6,3.75
18/03/2023,Southampton,Tottenham,3,3,D,4.75,3.6,1.75
18/03/2023,Wolves,Leeds,2,4,A,2.25,3.2,3.3
18/03/2023,Chelsea,Everton,2,2,D,1.5,4.2,7.5
19/03/2023,Arsenal,Crystal Palace,4,1,H,1.25,5.5,15.0
01/04/2023,Man City,Liverpool,4,1,H,1.62,4.2,5.0
01/04/2023,Arsenal,Leeds,4,1,H,1.29,6.0,9.0
01/04/2023,Bournemouth,Fulham,2,1,H,2.55,3.3,2.8
01/04/2023,Brighton,Brentford,3,3,D,1.67,4.0,5.0
01/04/2023,Crystal Palace,Leicester,2,1,H,2.5,3.25,2.9
01/04/2023,Nott'm Forest,Wolves,1,1,D,3.0,3.1,2.55
01/04/2023,Chelsea,Aston Villa,0,2,A,1.67,3.8,5.25
02/04/2023,West Ham,Southampton,1,0,H,1.73,3.6,5.0
02/04/2023,Newcastle,Man United,2,0,H,2.4,3.4,2.9
03/04/2023,Everton,Tottenham,1,1,D,3.4,3.3,2.2
04/04/2023,Bournemouth,Brighton,0,2,A,6.0,4.2,1.53
04/04/2023,Leeds,Nott'm Forest,2,1,H,1.7,3.75,5.0
04/04/2023,Leicester,Aston Villa,1,2,A,2.55,3.3,2.75
04/04/2023,Chelsea,Liverpool,0,0,D,2.2,3.4,3.25
05/04/2023,Man United,Brentford,1,0,H,1.65,4.0,5.0
05/04/2023,West Ham,Newcastle,1,5,A,3.6,3.25,2.15
08/04/2023,Man United,Everton,2,0,H,1.5,4.33,6.5
08/04/2023,Aston Villa,Nott'm Forest,2,0,H,1.6,4.2,5.25
08/04/2023,Brentford,Newcastle,1,2,A,3.6,3.4,2.05
08/04/2023,Fulham,West Ham,0,1,A,2.8,3.25,2.63
08/04/2023,Leicester,Bournemouth,0,1,A,1.83,3.75,4.2
08/04/2023,Tottenham,Brighton,2,1,H,2.55,3.5,2.7
08/04/2023,Wolves,Chelsea,1,0,H,4.2,3.5,1.91
08/04/2023,Southampton,Man City,1,4,A,11.0,6.0,1.25
09/04/2023,Leeds,Crystal Palace,1,5,A,2.1,3.4,3.6
09/04/2023,Liverpool,Arsenal,2,2,D,2.88,3.6,2.38
15/04/2023,Aston Villa,Newcastle,3,0,H,3.6,3.4,2.05
15/04/2023,Chelsea,Brighton,1,2,A,2.63,3.4,2.63
15/04/2023,Everton,Fulham,1,3,A,2.05,3.4,3.7
15/04/2023,Southampton,Crystal Palace,0,2,A,2.8,3.1,2.7
15/04/2023,Tottenham,Bournemouth,2,3,A,1.45,4.5,7.0
15/04/2023,Wolves,Brentford,2,0,H,2.45,3.1,3.0
15/04/2023,Man City,Leicester,3,1,H,1.14,8.5,15.0
16/04/2023,West Ham,Arsenal,2,2,D,6.0,4.2,1.55
16/04/2023,Nott'm Forest,Man United,0,2,A,5.5,4.0,1.62
17/04/2023,Leeds,Liverpool,1,6,A,4.2,4.2,1.73
21/04/2023,Arsenal,Southampton,3,3,D,1.2,7.0,13.0
22/04/2023,Fulham,Leeds,2,1,H,2.3,3.4,3.1
22/04/2023,Brentford,Aston Villa,1,1,D,2.5,3.25,2.88
22/04/2023,Crystal Palace,Everton,0,0,D,2.05,3.2,3.75
22/04/2023,Leicester,Wolves,2,1,H,2.38,3.3,3.0
22/04/2023,Liverpool,Nott'm Forest,3,2,H,1.17,7.5,17.0
23/04/2023,Bournemouth,West Ham,0,4,A,2.88,3.2,2.55
23/04/2023,Newcastle,Tottenham,6,1,H,1.83,3.75,4.2
25/04/2023,Wolves,Crystal Palace,2,0,H,2.45,3.2,3.0
25/04/2023,Aston Villa,Fulham,1,0,H,1.75,4.0,4.2
25/04/2023,Leeds,Leicester,1,1,D,2.3,3.5,3.0
26/04/2023,Nott'm Forest,Brighton,3,1,H,6.0,4.2,1.53
26/04/2023,Chelsea,Brentford,0,2,A,1.7,4.0,4.75
26/04/2023,West Ham,Liverpool,1,2,A,3.9,3.9,1.85
26/04/2023,Man City,Arsenal,4,1,H,1.55,4.5,5.25
27/04/2023,Everton,Newcastle,1,4,A,4.75,3.6,1.73
27/04/2023,Southampton,Bournemouth,0,1,A,2.25,3.4,3.2
27/04/2023,Tottenham,Man United,2,2,D,2.8,3.6,2.4
29/04/2023,Crystal Palace,West Ham,4,3,H,2.63,3.25,2.75
29/04/2023,Brentford,Nott'm Forest,2,1,H,1.65,3.8,5.5
29/04/2023,Brighton,Wolves,6,0,H,1.5,4.33,6.5
30/04/2023,Bournemouth,Leeds,4,1,H,2.55,3.5,2.7
30/04/2023,Fulham,Man City,1,2,A,12.0,6.0,1.25
30/04/2023,Man United,Aston Villa,1,0,H,1.73,3.9,4.6
30/04/2023,Newcastle,Southampton,3,1,H,1.3,5.25,10.0
30/04/2023,Liverpool,Tottenham,4,3,H,1.53,4.5,5.75
01/05/2023,Leicester,Everton,2,2,D,2.0,3.5,3.75
02/05/2023,Arsenal,Chelsea,3,1,H,1.6,4.0,5.5
03/05/2023,Liverpool,Fulham,1,0,H,1.25,5.75,11.0
03/05/2023,Man City,West Ham,3,0,H,1.2,7.0,13.0
04/05/2023,Brighton,Man United,1,0,H,1.95,3.5,3.75
06/05/2023,Bournemouth,Chelsea,1,3,A,3.3,3.5,2.15
06/05/2023,Man City,Leeds,2,1,H,1.17,8.5,15.0
06/05/2023,Tottenham,Crystal Palace,1,0,H,1.8,3.8,4.2
06/05/2023,Wolves,Aston Villa,1,0,H,2.88,3.3,2.5
06/05/2023,Liverpool,Brentford,1,0,H,1.44,5.0,6.0
07/05/2023,Newcastle,Arsenal,0,2,A,2.45,3.75,2.63
07/05/2023,West Ham,Man United,1,0,H,3.4,3.75,2.05
08/05/2023,Fulham,Leicester,5,3,H,2.63,3.5,2.6
08/05/2023,Brighton,Everton,1,5,A,1.33,5.25,9.0
08/05/2023,Nott'm Forest,Southampton,4,3,H,2.1,3.6,3.4
13/05/2023,Leeds,Newcastle,2,2,D,4.33,4.2,1.7
13/05/2023,Aston Villa,Tottenham,2,1,H,2.25,3.6,2.9
13/05/2023,Chelsea,Nott'm Forest,2,2,D,1.5,4.5,6.0
13/05/2023,Crystal Palace,Bournemouth,2,0,H,1.83,3.6,4.2
13/05/2023,Man United,Wolves,2,0,H,1.36,5.0,7.5
13/05/2023,Southampton,Fulham,0,2,A,2.75,3.3,2.5
14/05/2023,Brentford,West Ham,2,0,H,2.0,3.5,3.6
14/05/2023,Everton,Man City,0,3,A,9.0,4.75,1.36
14/05/2023,Arsenal,Brighton,0,3,A,1.73,4.2,4.2
15/05/2023,Leicester,Liverpool,0,3,A,5.25,4.33,1.57
18/05/2023,Newcastle,Brighton,4,1,H,2.0,3.8,3.5
20/05/2023,Tottenham,Brentford,1,3,A,1.83,3.9,4.0
20/05/2023,Bournemouth,Man United,0,1,A,6.0,4.75,1.5
20/05/2023,Fulham,Crystal Palace,2,2,D,2.45,3.4,2.9
20/05/2023,Liverpool,Aston Villa,1,1,D,1.45,5.0,6.25
20/05/2023,Wolves,Everton,1,1,D,2.75,3.3,2.6
20/05/2023,Nott'm Forest,Arsenal,1,0,H,5.25,4.33,1.57
21/05/2023,West Ham,Leeds,3,1,H,2.4,3.5,2.88
21/05/2023,Brighton,Southampton,3,1,H,1.22,7.0,11.0
21/05/2023,Man City,Chelsea,1,0,H,1.25,6.0,11.0
22/05/2023,Newcastle,Leicester,0,0,D,1.36,5.5,7.0
24/05/2023,Brighton,Man City,1,1,D,4.0,4.33,1.75
25/05/2023,Man United,Chelsea,4,1,H,1.6,4.33,5.0
28/05/2023,Arsenal,Wolves,5,0,H,1.36,5.25,8.0
28/05/2023,Aston Villa,Brighton,2,1,H,2.0,3.6,3.5
28/05/2023,Brentford,Man City,1,0,H,3.8,4.0,1.83
28/05/2023,Chelsea,Newcastle,1,1,D,2.9,3.5,2.38
28/05/2023,Crystal Palace,Nott'm Forest,1,1,D,1.67,4.0,5.0
28/05/2023,Everton,Bournemouth,1,0,H,1.5,4.5,6.5
28/05/2023,Leeds,Tottenham,1,4,A,2.75,3.8,2.3
28/05/2023,Leicester,West Ham,2,1,H,1.91,3.8,3.6
28/05/2023,Man United,Fulham,2,1,H,1.5,4.33,6.0
28/05/2023,Southampton,Liverpool,4,4,D,6.5,4.75,1.44
11/08/2023,Burnley,Man City,0,3,A,8.0,5.5,1.33
12/08/2023,Arsenal,Nott'm Forest,2,1,H,1.18,7.0,15.0
12/08/2023,Bournemouth,West Ham,1,1,D,2.7,3.4,2.55
12/08/2023,Brighton,Luton,4,1,H,1.33,5.5,9.0
12/08/2023,Everton,Fulham,0,1,A,2.2,3.4,3.3
12/08/2023,Sheffield United,Crystal Palace,0,1,A,3.0,3.3,2.38
12/08/2023,Newcastle,Aston Villa,5,1,H,1.75,3.75,4.6
13/08/2023,Brentford,Tottenham,2,2,D,2.75,3.4,2.45
13/08/2023,Chelsea,Liverpool,1,1,D,2.9,3.4,2.38
14/08/2023,Man United,Wolves,1,0,H,1.33,5.5,9.0
18/08/2023,Nott'm Forest,Sheffield United,2,1,H,1.95,3.4,4.0
19/08/2023,Fulham,Brentford,0,3,A,2.7,3.3,2.63
19/08/2023,Liverpool,Bournemouth,3,1,H,1.2,7.0,13.0
19/08/2023,Wolves,Brighton,1,4,A,4.0,3.8,1.85
19/08/2023,Tottenham,Man United,2,0,H,2.8,3.6,2.38
19/08/2023,Man City,Newcastle,1,0,H,1.67,4.0,5.0
20/08/2023,Aston Villa,Everton,4,0,H,1.7,4.0,4.5
20/08/2023,West Ham,Chelsea,3,1,H,3.75,3.5,2.0
21/08/2023,Crystal Palace,Arsenal,0,1,A,5.5,4.0,1.6
25/08/2023,Chelsea,Luton,3,0,H,1.29,5.5,11.0
26/08/2023,Bournemouth,Tottenham,0,2,A,3.8,3.75,1.91
26/08/2023,Arsenal,Fulham,2,2,D,1.2,7.0,13.0
26/08/2023,Brentford,Crystal Palace,1,1,D,2.15,3.4,3.5
26/08/2023,Everton,Wolves,0,1,A,2.3,3.3,3.2
26/08/2023,Man United,Nott'm Forest,3,2,H,1.3,6.0,8.0
26/08/2023,Brighton,West Ham,1,3,A,1.53,4.75,5.25
27/08/2023,Burnley,Aston Villa,1,3,A,3.4,3.4,2.15
27/08/2023,Sheffield United,Man City,1,2,A,13.0,8.0,1.17
27/08/2023,Newcastle,Liverpool,1,2,A,2.2,3.75,3.0
01/09/2023,Luton,West Ham,1,2,A,4.75,3.8,1.73
02/09/2023,Sheffield United,Everton,2,2,D,2.9,3.25,2.5
02/09/2023,Brentford,Bournemouth,2,2,D,1.73,3.8,4.75
02/09/2023,Burnley,Tottenham,2,5,A,3.6,4.0,1.85
02/09/2023,Chelsea,Nott'm Forest,0,1,A,1.4,4.5,8.5
02/09/2023,Man City,Fulham,5,1,H,1.17,8.0,15.0
02/09/2023,Brighton,Newcastle,3,1,H,2.5,3.8,2.55
03/09/2023,Crystal Palace,Wolves,3,2,H,1.91,3.3,4.33
03/09/2023,Liverpool,Aston Villa,3,0,H,1.65,4.5,4.5
03/09/2023,Arsenal,Man United,3,1,H,1.75,3.8,4.5
16/09/2023,Wolves,Liverpool,1,3,A,6.0,5.0,1.45
16/09/2023,Aston Villa,Crystal Palace,3,1,H,1.91,3.6,4.0
16/09/2023,Fulham,Luton,1,0,H,1.67,3.75,5.5
16/09/2023,Man United,Brighton,1,3,A,2.15,4.0,2.88
16/09/2023,Tottenham,Sheffield United,2,1,H,1.29,5.5,11.0
16/09/2023,West Ham,Man City,1,3,A,7.0,4.5,1.45
16/09/2023,Newcastle,Brentford,1,0,H,1.53,4.2,6.0
17/09/2023,Bournemouth,Chelsea,0,0,D,4.33,3.75,1.8
17/09/2023,Everton,Arsenal,0,1,A,6.0,4.5,1.5
18/09/2023,Nott'm Forest,Burnley,1,1,D,2.2,3.5,3.25
23/09/2023,Crystal Palace,Fulham,0,0,D,1.91,3.4,4.2
23/09/2023,Luton,Wolves,1,1,D,3.25,3.4,2.2
23/09/2023,Man City,Nott'm Forest,2,0,H,1.14,8.5,15.0
23/09/2023,Brentford,Everton,1,3,A,1.8,3.8,4.2
23/09/2023,Burnley,Man United,0,1,A,4.2,4.2,1.73
24/09/2023,Arsenal,Tottenham,2,2,D,1.67,4.33,4.33
24/09/2023,Brighton,Bournemouth,3,1,H,1.36,5.25,7.5
24/09/2023,Chelsea,Aston Villa,0,1,A,1.91,3.75,3.8
24/09/2023,Liverpool,West Ham,3,1,H,1.4,5.0,7.0
24/09/2023,Sheffield United,Newcastle,0,8,A,7.0,4.75,1.44
30/09/2023,Aston Villa,Brighton,6,1,H,2.55,3.75,2.55
30/09/2023,Bournemouth,Arsenal,0,4,A,5.5,4.5,1.53
30/09/2023,Everton,Luton,1,2,A,1.57,3.8,6.5
30/09/2023,Man United,Crystal Palace,0,1,A,1.55,4.2,5.75
30/09/2023,Newcastle,Burnley,2,0,H,1.3,5.75,9.0
30/09/2023,West Ham,Sheffield United,2,0,H,1.45,4.5,7.0
30/09/2023,Wolves,Man City,2,1,H,8.0,5.75,1.33
30/09/2023,Tottenham,Liverpool,2,1,H,2.9,4.0,2.15
01/10/2023,Nott'm Forest,Brentford,1,1,D,2.75,3.1,2.7
02/10/2023,Fulham,Chelsea,0,2,A,3.6,3.5,2.05
03/10/2023,Luton,Burnley,1,2,A,2.9,3.0,2.63
07/10/2023,Luton,Tottenham,0,1,A,6.0,4.75,1.45
07/10/2023,Burnley,Chelsea,1,4,A,4.5,3.8,1.73
07/10/2023,Everton,Bournemouth,3,0,H,1.91,3.6,3.8
07/10/2023,Fulham,Sheffield United,3,1,H,1.62,3.8,6.0
07/10/2023,Man United,Brentford,2,1,H,1.67,4.2,4.75
07/10/2023,Crystal Palace,Nott'm Forest,0,0,D,2.2,3.1,3.6
08/10/2023,Brighton,Liverpool,2,2,D,3.0,3.8,2.2
08/10/2023,West Ham,Newcastle,2,2,D,3.2,3.75,2.1
