Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A
08/10/2023,Wolves,Aston Villa,1,1,D,3.5,3.4,2.1
08/10/2023,Arsenal,Man City,1,0,H,2.9,3.3,2.4
21/10/2023,Liverpool,Everton,2,0,H,1.33,5.75,7.5
21/10/2023,Bournemouth,Wolves,1,2,A,2.38,3.4,3.0
21/10/2023,Brentford,Burnley,3,0,H,1.83,3.75,4.2
21/10/2023,Man City,Brighton,2,1,H,1.4,5.25,6.5
21/10/2023,Newcastle,Crystal Palace,4,0,H,1.45,4.5,7.0
21/10/2023,Nott'm Forest,Luton,2,2,D,1.67,3.75,5.5
21/10/2023,Chelsea,Arsenal,2,2,D,3.2,3.4,2.25
21/10/2023,Sheffield United,Man United,1,2,A,6.5,5.25,1.4
22/10/2023,Aston Villa,West Ham,4,1,H,1.85,3.6,4.0
23/10/2023,Tottenham,Fulham,2,0,H,1.5,4.5,6.0
27/10/2023,Crystal Palace,Tottenham,1,2,A,4.5,3.75,1.75
28/10/2023,Chelsea,Brentford,0,2,A,1.65,4.0,5.25
28/10/2023,Arsenal,Sheffield United,5,0,H,1.13,8.5,19.0
28/10/2023,Bournemouth,Burnley,2,1,H,2.15,3.5,3.3
28/10/2023,Wolves,Newcastle,2,2,D,4.2,4.0,1.75
29/10/2023,West Ham,Everton,0,1,A,2.15,3.5,3.3
29/10/2023,Aston Villa,Luton,3,1,H,1.25,6.5,9.5
29/10/2023,Brighton,Fulham,1,1,D,1.55,4.2,5.5
29/10/2023,Liverpool,Nott'm Forest,3,0,H,1.29,5.75,11.0
29/10/2023,Man United,Man City,0,3,A,5.0,3.8,1.67
04/11/2023,Fulham,Man United,0,1,A,3.2,3.6,2.2
04/11/2023,Brentford,West Ham,3,2,H,2.05,3.6,3.5
04/11/2023,Burnley,Crystal Palace,0,2,A,2.75,3.25,2.6
04/11/2023,Everton,Brighton,1,1,D,3.1,3.6,2.2
04/11/2023,Man City,Bournemouth,6,1,H,1.1,11.0,19.0
04/11/2023,Sheffield United,Wolves,2,1,H,3.8,3.5,2.0
04/11/2023,Newcastle,Arsenal,1,0,H,2.8,3.2,2.6
05/11/2023,Nott'm Forest,Aston Villa,2,0,H,4.2,3.75,1.85
05/11/2023,Luton,Liverpool,1,1,D,12.0,6.5,1.22
06/11/2023,Tottenham,Chelsea,1,4,A,2.0,3.75,3.5
11/11/2023,Wolves,Tottenham,2,1,H,3.1,3.75,2.2
11/11/2023,Arsenal,Burnley,3,1,H,1.18,7.0,17.0
11/11/2023,Crystal Palace,Everton,2,3,A,2.45,3.2,3.0
11/11/2023,Man United,Luton,1,0,H,1.33,5.25,9.5
11/11/2023,Bournemouth,Newcastle,2,0,H,4.75,4.0,1.73
12/11/2023,Aston Villa,Fulham,3,1,H,1.57,4.2,5.5
12/11/2023,Brighton,Sheffield United,1,1,D,1.25,5.75,13.0
12/11/2023,Liverpool,Brentford,3,0,H,1.4,5.0,6.5
12/11/2023,West Ham,Nott'm Forest,3,2,H,1.85,3.6,4.0
12/11/2023,Chelsea,Man City,4,4,D,5.0,3.7,1.73
25/11/2023,Man City,Liverpool,1,1,D,1.73,4.2,4.2
25/11/2023,Burnley,West Ham,1,2,A,3.4,3.5,2.05
25/11/2023,Luton,Crystal Palace,2,1,H,3.6,3.3,2.1
25/11/2023,Newcastle,Chelsea,4,1,H,2.55,3.5,2.63
25/11/2023,Nott'm Forest,Brighton,2,3,A,3.2,3.6,2.15
25/11/2023,Sheffield United,Bournemouth,1,3,A,3.2,3.5,2.2
25/11/2023,Brentford,Arsenal,0,1,A,4.5,3.75,1.75
26/11/2023,Tottenham,Aston Villa,1,2,A,2.3,3.8,2.8
26/11/2023,Everton,Man United,0,3,A,2.7,3.4,2.55
27/11/2023,Fulham,Wolves,3,2,H,2.38,3.3,3.0
02/12/2023,Arsenal,Wolves,2,1,H,1.25,5.5,12.0
02/12/2023,Brentford,Luton,3,1,H,1.45,4.5,6.5
02/12/2023,Burnley,Sheffield United,5,0,H,1.8,3.6,4.5
02/12/2023,Nott'm Forest,Everton,0,1,A,2.75,3.25,2.6
02/12/2023,Newcastle,Man United,1,0,H,1.91,3.75,3.8
03/12/2023,Bournemouth,Aston Villa,2,2,D,3.4,4.0,1.95
03/12/2023,Chelsea,Brighton,3,2,H,1.73,4.2,4.2
03/12/2023,Liverpool,Fulham,4,3,H,1.25,6.5,9.0
03/12/2023,West Ham,Crystal Palace,1,1,D,2.0,3.5,3.8
03/12/2023,Man City,Tottenham,3,3,D,1.29,6.0,9.0
05/12/2023,Wolves,Burnley,1,0,H,1.85,3.6,4.2
05/12/2023,Luton,Arsenal,3,4,A,17.0,7.0,1.18
06/12/2023,Brighton,Brentford,2,1,H,1.91,3.8,3.75
06/12/2023,Crystal Palace,Bournemouth,0,2,A,2.25,3.5,3.1
06/12/2023,Fulham,Nott'm Forest,5,0,H,2.0,3.4,3.75
06/12/2023,Sheffield United,Liverpool,0,2,A,12.0,7.5,1.2
06/12/2023,Aston Villa,Man City,1,0,H,4.75,4.2,1.7
06/12/2023,Man United,Chelsea,2,1,H,2.88,3.4,2.45
07/12/2023,Everton,Newcastle,3,0,H,3.25,3.25,2.25
07/12/2023,Tottenham,West Ham,1,2,A,1.75,4.2,4.2
09/12/2023,Crystal Palace,Liverpool,1,2,A,6.0,4.5,1.5
09/12/2023,Brighton,Burnley,1,1,D,1.5,4.75,6.0
09/12/2023,Man United,Bournemouth,0,3,A,1.55,4.33,5.75
09/12/2023,Sheffield United,Brentford,1,0,H,4.2,3.8,1.75
09/12/2023,Wolves,Nott'm Forest,1,1,D,1.85,3.6,4.33
09/12/2023,Aston Villa,Arsenal,1,0,H,3.3,3.6,2.1
10/12/2023,Everton,Chelsea,2,0,H,3.1,3.5,2.25
10/12/2023,Fulham,West Ham,5,0,H,2.38,3.5,2.9
10/12/2023,Luton,Man City,1,2,A,17.0,8.0,1.14
10/12/2023,Tottenham,Newcastle,4,1,H,2.15,3.8,3.1
15/12/2023,Nott'm Forest,Tottenham,0,2,A,4.2,4.2,1.73
16/12/2023,Chelsea,Sheffield United,2,0,H,1.22,6.5,13.0
16/12/2023,Man City,Crystal Palace,2,2,D,1.18,8.0,13.0
16/12/2023,Newcastle,Fulham,3,0,H,1.8,3.8,4.0
16/12/2023,Burnley,Everton,0,2,A,3.6,3.4,2.1
17/12/2023,Arsenal,Brighton,2,0,H,1.44,5.0,6.0
17/12/2023,Brentford,Aston Villa,1,2,A,3.2,3.75,2.1
17/12/2023,West Ham,Wolves,3,0,H,2.15,3.5,3.3
17/12/2023,Liverpool,Man United,0,0,D,1.3,6.0,8.0
21/12/2023,Crystal Palace,Brighton,1,1,D,3.3,3.3,2.15
22/12/2023,Aston Villa,Sheffield United,1,1,D,1.22,6.5,12.0
23/12/2023,West Ham,Man United,2,0,H,2.6,3.6,2.6
23/12/2023,Fulham,Burnley,0,2,A,1.67,3.75,5.25
23/12/2023,Luton,Newcastle,1,0,H,4.75,4.2,1.65
23/12/2023,Nott'm Forest,Bournemouth,2,3,A,2.75,3.4,2.55
23/12/2023,Tottenham,Everton,2,1,H,1.75,4.2,4.0
23/12/2023,Liverpool,Arsenal,1,1,D,2.38,3.6,2.8
24/12/2023,Wolves,Chelsea,2,1,H,3.75,3.75,1.91
26/12/2023,Newcastle,Nott'm Forest,1,3,A,1.5,4.33,5.75
26/12/2023,Bournemouth,Fulham,3,0,H,2.15,3.6,3.2
26/12/2023,Sheffield United,Luton,2,3,A,2.3,3.3,3.1
26/12/2023,Burnley,Liverpool,0,2,A,6.5,5.25,1.4
26/12/2023,Man United,Aston Villa,3,2,H,2.6,3.5,2.6
27/12/2023,Brentford,Wolves,1,4,A,1.95,3.5,4.2
27/12/2023,Chelsea,Crystal Palace,2,1,H,1.67,4.0,5.0
27/12/2023,Everton,Man City,1,3,A,5.75,4.0,1.57
28/12/2023,Brighton,Tottenham,4,2,H,2.5,3.6,2.6
28/12/2023,Arsenal,West Ham,0,2,A,1.33,5.5,7.5
30/12/2023,Luton,Chelsea,2,3,A,6.5,4.2,1.5
30/12/2023,Aston Villa,Burnley,3,2,H,1.36,5.25,7.5
30/12/2023,Crystal Palace,Brentford,3,1,H,2.2,3.3,3.4
30/12/2023,Man City,Sheffield United,2,0,H,1.08,11.0,29.0
30/12/2023,Wolves,Everton,3,0,H,2.63,3.3,2.7
30/12/2023,Nott'm Forest,Man United,2,1,H,3.2,3.6,2.15
31/12/2023,Fulham,Arsenal,2,1,H,5.25,4.5,1.55
31/12/2023,Tottenham,Bournemouth,3,1,H,1.75,4.2,4.0
01/01/2024,Liverpool,Newcastle,4,2,H,1.45,4.5,7.0
02/01/2024,West Ham,Brighton,0,0,D,2.45,3.75,2.75
12/01/2024,Burnley,Luton,1,1,D,2.0,3.6,3.6
13/01/2024,Chelsea,Fulham,1,0,H,1.6,4.2,5.25
13/01/2024,Newcastle,Man City,2,3,A,5.5,4.33,1.55
14/01/2024,Everton,Aston Villa,0,0,D,2.8,3.5,2.45
14/01/2024,Man United,Tottenham,2,2,D,2.2,3.75,3.0
20/01/2024,Arsenal,Crystal Palace,5,0,H,1.3,5.75,9.0
20/01/2024,Brentford,Nott'm Forest,3,2,H,1.91,3.6,4.0
21/01/2024,Sheffield United,West Ham,2,2,D,3.4,3.3,2.2
21/01/2024,Bournemouth,Liverpool,0,4,A,4.2,4.5,1.7
22/01/2024,Brighton,Wolves,0,0,D,1.65,4.33,5.0
30/01/2024,Nott'm Forest,Arsenal,1,2,A,7.5,5.0,1.4
30/01/2024,Fulham,Everton,0,0,D,2.45,3.2,3.0
30/01/2024,Luton,Brighton,4,0,H,4.2,4.2,1.75
30/01/2024,Crystal Palace,Sheffield United,3,2,H,1.62,3.6,6.5
30/01/2024,Aston Villa,Newcastle,1,3,A,1.85,4.0,3.8
31/01/2024,Man City,Burnley,3,1,H,1.08,12.0,21.0
31/01/2024,Tottenham,Brentford,3,2,H,1.67,4.2,4.75
31/01/2024,Liverpool,Chelsea,4,1,H,1.57,4.33,5.25
01/02/2024,West Ham,Bournemouth,1,1,D,2.4,3.75,2.75
01/02/2024,Wolves,Man United,3,4,A,2.63,3.6,2.55
03/02/2024,Everton,Tottenham,2,2,D,3.0,3.6,2.25
03/02/2024,Brighton,Crystal Palace,4,1,H,1.7,4.0,4.75
03/02/2024,Burnley,Fulham,2,2,D,2.9,3.4,2.38
03/02/2024,Newcastle,Luton,4,4,D,1.44,4.75,6.5
03/02/2024,Sheffield United,Aston Villa,0,5,A,5.25,4.2,1.62
04/02/2024,Bournemouth,Nott'm Forest,1,1,D,1.7,4.2,4.5
04/02/2024,Chelsea,Wolves,2,4,A,1.62,4.0,5.5
04/02/2024,Man United,West Ham,3,0,H,1.62,4.2,5.0
04/02/2024,Arsenal,Liverpool,3,1,H,2.2,3.6,3.1
05/02/2024,Brentford,Man City,1,3,A,7.0,4.75,1.4
10/02/2024,Man City,Everton,2,0,H,1.18,8.0,13.0
10/02/2024,Fulham,Bournemouth,3,1,H,2.38,3.5,2.8
10/02/2024,Liverpool,Burnley,3,1,H,1.17,8.0,17.0
10/02/2024,Luton,Sheffield United,1,3,A,1.75,3.75,4.75
10/02/2024,Tottenham,Brighton,2,1,H,1.8,4.2,3.8
10/02/2024,Wolves,Brentford,0,2,A,2.1,3.6,3.4
10/02/2024,Nott'm Forest,Newcastle,2,3,A,3.3,3.75,2.05
11/02/2024,West Ham,Arsenal,0,6,A,6.0,4.33,1.53
11/02/2024,Aston Villa,Man United,1,2,A,2.15,3.75,3.1
12/02/2024,Crystal Palace,Chelsea,1,3,A,4.2,3.8,1.85
17/02/2024,Brentford,Liverpool,1,4,A,5.5,4.33,1.57
17/02/2024,Burnley,Arsenal,0,5,A,10.0,5.75,1.29
17/02/2024,Fulham,Aston Villa,1,2,A,2.9,3.75,2.2
17/02/2024,Newcastle,Bournemouth,2,2,D,1.83,4.2,3.75
17/02/2024,Nott'm Forest,West Ham,2,0,H,2.38,3.5,2.9
17/02/2024,Tottenham,Wolves,1,2,A,1.53,4.75,5.25
17/02/2024,Man City,Chelsea,1,1,D,1.33,5.5,8.0
18/02/2024,Sheffield United,Brighton,0,5,A,5.0,4.2,1.62
18/02/2024,Luton,Man United,1,2,A,4.0,4.0,1.8
19/02/2024,Everton,Crystal Palace,1,1,D,1.7,3.6,5.25
20/02/2024,Man City,Brentford,1,0,H,1.18,8.0,13.0
21/02/2024,Liverpool,Luton,4,1,H,1.2,7.0,13.0
24/02/2024,Aston Villa,Nott'm Forest,4,2,H,1.53,4.5,5.75
24/02/2024,Brighton,Everton,1,1,D,1.83,3.8,4.2
24/02/2024,Crystal Palace,Burnley,3,0,H,1.95,3.5,4.0
24/02/2024,Man United,Fulham,1,2,A,1.57,4.33,5.5
24/02/2024,Bournemouth,Man City,0,1,A,7.0,5.25,1.4
24/02/2024,Arsenal,Newcastle,4,1,H,1.36,5.25,8.0
25/02/2024,Wolves,Sheffield United,1,0,H,1.44,4.75,7.0
26/02/2024,West Ham,Brentford,4,2,H,2.5,3.5,2.75
02/03/2024,Brentford,Chelsea,2,2,D,3.1,3.75,2.15
02/03/2024,Everton,West Ham,1,3,A,2.05,3.6,3.5
02/03/2024,Fulham,Brighton,3,0,H,2.55,3.6,2.63
02/03/2024,Newcastle,Wolves,3,0,H,1.91,4.0,3.6
02/03/2024,Nott'm Forest,Liverpool,0,1,A,6.0,4.33,1.53
02/03/2024,Tottenham,Crystal Palace,3,1,H,1.5,4.33,6.5
02/03/2024,Luton,Aston Villa,2,3,A,4.33,4.2,1.73
03/03/2024,Burnley,Bournemouth,0,2,A,3.75,3.6,1.95
03/03/2024,Man City,Man United,3,1,H,1.25,5.75,11.0
04/03/2024,Sheffield United,Arsenal,0,6,A,17.0,7.0,1.18
09/03/2024,Man United,Everton,2,0,H,1.83,3.6,4.0
09/03/2024,Bournemouth,Sheffield United,2,2,D,1.33,5.25,8.0
09/03/2024,Crystal Palace,Luton,1,1,D,1.75,3.8,4.2
09/03/2024,Wolves,Fulham,2,1,H,2.5,3.4,2.75
09/03/2024,Arsenal,Brentford,2,1,H,1.22,7.0,11.0
10/03/2024,Aston Villa,Tottenham,0,4,A,2.38,4.0,2.6
10/03/2024,Brighton,Nott'm Forest,1,0,H,1.8,4.0,4.0
10/03/2024,West Ham,Burnley,2,2,D,1.67,4.0,4.75
10/03/2024,Liverpool,Man City,1,1,D,3.0,3.75,2.2
11/03/2024,Chelsea,Newcastle,3,2,H,1.91,4.0,3.6
13/03/2024,Bournemouth,Luton,4,3,H,1.5,4.75,5.75
16/03/2024,Burnley,Brentford,2,1,H,3.25,3.6,2.15
16/03/2024,Luton,Nott'm Forest,1,1,D,2.8,3.5,2.45
16/03/2024,Fulham,Tottenham,3,0,H,3.5,3.8,1.95
17/03/2024,West Ham,Aston Villa,1,1,D,2.63,3.75,2.45
30/03/2024,Newcastle,West Ham,4,3,H,1.83,4.2,3.8
30/03/2024,Bournemouth,Everton,2,1,H,2.2,3.6,3.2
30/03/2024,Chelsea,Burnley,2,2,D,1.29,6.0,9.5
30/03/2024,Nott'm Forest,Crystal Palace,1,1,D,2.2,3.3,3.4
30/03/2024,Sheffield United,Fulham,3,3,D,4.5,4.0,1.73
30/03/2024,Tottenham,Luton,2,1,H,1.2,8.0,11.0
30/03/2024,Aston Villa,Wolves,2,0,H,1.6,4.33,5.0
30/03/2024,Brentford,Man United,1,1,D,3.0,3.8,2.2
31/03/2024,Liverpool,Brighton,2,1,H,1.36,5.5,7.5
31/03/2024,Man City,Arsenal,0,0,D,1.91,3.8,3.8
02/04/2024,Newcastle,Everton,1,1,D,2.0,3.75,3.5
02/04/2024,Nott'm Forest,Fulham,3,1,H,2.7,3.4,2.63
02/04/2024,Bournemouth,Crystal Palace,1,0,H,1.95,3.8,3.6
02/04/2024,Burnley,Wolves,1,1,D,2.45,3.6,2.75
02/04/2024,West Ham,Tottenham,1,1,D,3.3,4.2,1.95
03/04/2024,Arsenal,Luton,2,0,H,1.1,10.0,19.0
03/04/2024,Brentford,Brighton,0,0,D,2.38,3.8,2.75
03/04/2024,Man City,Aston Villa,4,1,H,1.3,6.0,8.0
04/04/2024,Liverpool,Sheffield United,3,1,H,1.09,12.0,21.0
04/04/2024,Chelsea,Man United,4,3,H,2.0,4.0,3.4
06/04/2024,Crystal Palace,Man City,2,4,A,9.5,5.25,1.33
06/04/2024,Aston Villa,Brentford,3,3,D,1.7,4.0,4.75
06/04/2024,Everton,Burnley,1,0,H,1.65,4.0,5.25
06/04/2024,Fulham,Newcastle,0,1,A,2.38,3.8,2.8
06/04/2024,Luton,Bournemouth,2,1,H,3.75,3.8,1.91
06/04/2024,Wolves,West Ham,1,2,A,2.5,3.6,2.7
06/04/2024,Brighton,Arsenal,0,3,A,5.0,4.33,1.62
07/04/2024,Man United,Liverpool,2,2,D,4.75,4.5,1.6
07/04/2024,Sheffield United,Chelsea,2,2,D,7.0,5.25,1.4
07/04/2024,Tottenham,Nott'm Forest,3,1,H,1.4,5.5,6.5
13/04/2024,Newcastle,Tottenham,4,0,H,2.7,4.0,2.3
13/04/2024,Brentford,Sheffield United,2,0,H,1.44,5.0,6.5
13/04/2024,Burnley,Brighton,1,1,D,3.5,3.75,2.0
13/04/2024,Man City,Luton,5,1,H,1.1,11.0,19.0
13/04/2024,Nott'm Forest,Wolves,2,2,D,2.1,3.4,3.5
13/04/2024,Bournemouth,Man United,2,2,D,2.4,3.9,2.6
14/04/2024,Liverpool,Crystal Palace,0,1,A,1.22,7.0,12.0
14/04/2024,West Ham,Fulham,0,2,A,2.38,3.6,2.8
14/04/2024,Arsenal,Aston Villa,0,2,A,1.29,5.75,10.0
15/04/2024,Chelsea,Everton,6,0,H,1.7,4.2,4.5
20/04/2024,Luton,Brentford,1,5,A,3.1,3.75,2.15
20/04/2024,Sheffield United,Burnley,1,4,A,2.75,3.6,2.45
20/04/2024,Wolves,Arsenal,0,2,A,8.5,4.5,1.4
21/04/2024,Everton,Nott'm Forest,2,0,H,2.05,3.5,3.6
21/04/2024,Aston Villa,Bournemouth,3,1,H,1.85,4.0,3.6
21/04/2024,Crystal Palace,West Ham,5,2,H,2.1,3.6,3.4
21/04/2024,Fulham,Liverpool,1,3,A,5.25,4.5,1.57
23/04/2024,Arsenal,Chelsea,5,0,H,1.44,5.0,6.0
24/04/2024,Wolves,Bournemouth,0,1,A,2.7,3.6,2.5
24/04/2024,Crystal Palace,Newcastle,2,0,H,2.75,3.6,2.4
24/04/2024,Everton,Liverpool,2,0,H,7.0,5.0,1.4
24/04/2024,Man United,Sheffield United,4,2,H,1.3,6.5,7.5
25/04/2024,Brighton,Man City,0,4,A,6.5,5.0,1.4
27/04/2024,West Ham,Liverpool,2,2,D,5.5,5.0,1.5
27/04/2024,Fulham,Crystal Palace,1,1,D,2.1,3.5,3.5
27/04/2024,Man United,Burnley,1,1,D,1.5,4.75,5.5
27/04/2024,Newcastle,Sheffield United,5,1,H,1.22,7.0,11.0
27/04/2024,Wolves,Luton,2,1,H,1.95,3.8,3.6
27/04/2024,Everton,Brentford,1,0,H,2.3,3.5,3.0
27/04/2024,Aston Villa,Chelsea,2,2,D,2.15,3.8,3.0
28/04/2024,Bournemouth,Brighton,3,0,H,2.25,3.8,2.9
28/04/2024,Tottenham,Arsenal,2,3,A,4.2,4.2,1.75
28/04/2024,Nott'm Forest,Man City,0,2,A,8.0,6.0,1.3
02/05/2024,Chelsea,Tottenham,2,0,H,2.15,3.8,3.0
03/05/2024,Luton,Everton,1,1,D,2.6,3.6,2.55
04/05/2024,Arsenal,Bournemouth,3,0,H,1.22,7.5,11.0
04/05/2024,Brentford,Fulham,0,0,D,2.1,3.8,3.2
04/05/2024,Burnley,Newcastle,1,4,A,3.4,4.0,1.95
04/05/2024,Sheffield United,Nott'm Forest,1,3,A,4.75,4.2,1.65
04/05/2024,Man City,Wolves,5,1,H,1.08,12.0,21.0
05/05/2024,Brighton,Aston Villa,1,0,H,2.75,3.75,2.45
05/05/2024,Chelsea,West Ham,5,0,H,1.65,4.5,4.5
05/05/2024,Liverpool,Tottenham,4,2,H,1.5,5.75,5.0
06/05/2024,Crystal Palace,Man United,4,0,H,2.38,3.75,2.8
11/05/2024,Fulham,Man City,0,4,A,13.0,7.0,1.2
11/05/2024,Bournemouth,Brentford,1,2,A,1.95,4.0,3.5
11/05/2024,Everton,Sheffield United,1,0,H,1.4,4.8,7.5
11/05/2024,Newcastle,Brighton,1,1,D,1.57,4.75,4.75
11/05/2024,Tottenham,Burnley,2,1,H,1.36,5.75,7.0
11/05/2024,West Ham,Luton,3,1,H,1.8,4.2,3.8
11/05/2024,Wolves,Crystal Palace,1,3,A,2.88,3.5,2.38
11/05/2024,Nott'm Forest,Chelsea,2,3,A,3.4,3.8,2.0
12/05/2024,Man United,Arsenal,0,1,A,7.0,5.5,1.36
13/05/2024,Aston Villa,Liverpool,3,3,D,4.2,4.33,1.7
14/05/2024,Tottenham,Man City,0,2,A,6.5,6.0,1.36
15/05/2024,Brighton,Chelsea,1,2,A,3.3,4.0,1.95
15/05/2024,Man United,Newcastle,3,2,H,2.75,4.0,2.3
19/05/2024,Arsenal,Everton,2,1,H,1.18,8.0,12.0
19/05/2024,Brentford,Newcastle,2,4,A,2.9,3.9,2.2
19/05/2024,Brighton,Man United,0,2,A,2.15,4.0,2.9
19/05/2024,Burnley,Nott'm Forest,1,2,A,3.0,3.5,2.3
19/05/2024,Chelsea,Bournemouth,2,1,H,1.45,5.0,6.0
19/05/2024,Crystal Palace,Aston Villa,5,0,H,1.85,4.33,3.6
19/05/2024,Liverpool,Wolves,2,0,H,1.17,8.0,15.0
19/05/2024,Luton,Fulham,2,4,A,2.9,3.9,2.2
19/05/2024,Man City,West Ham,3,1,H,1.08,12.0,21.0
19/05/2024,Sheffield United,Tottenham,0,3,A,7.0,6.0,1.33
